log_id,camper_id,timestamp,engine_temp_c,oil_level_pct,tire_pressure_psi,battery_voltage
SNS084024,RV00878,2024-05-04 13:38:40,82.64,57.5,35.1,12.89
SNS084025,RV00050,2024-09-21 04:49:15,90.15,73.8,36.6,12.17
SNS084026,RV00064,2023-11-17 00:46:07,92.62,71.0,31.5,12.68
SNS084027,RV00578,2024-09-17 01:51:54,89.28,54.5,37.2,12.72
SNS084028,RV00811,2024-07-06 09:32:53,88.81,63.4,34.2,12.91
SNS084029,RV00091,2023-11-15 08:31:30,93.86,83.6,37.3,12.65
SNS084030,RV00758,2024-12-05 10:06:25,84.25,53.0,33.3,12.67
SNS084031,RV00469,2023-05-13 07:13:41,90.45,53.8,33.0,12.93
SNS084032,RV00860,2025-03-09 15:12:31,91.83,88.7,35.8,11.63
SNS084033,RV00401,2024-08-10 00:45:07,85.74,60.9,37.4,12.1
SNS084034,RV00930,2024-02-24 16:51:21,91.65,57.9,37.5,12.58
SNS084035,RV00223,2025-04-05 10:12:13,89.11,54.0,33.7,11.98
SNS084036,RV00565,2024-06-21 13:32:59,94.1,78.5,32.7,12.31
SNS084037,RV00902,2024-12-30 06:36:00,88.58,51.1,38.6,12.5
SNS084038,RV00736,2023-08-03 14:28:09,85.9,76.1,30.6,13.13
SNS084039,RV00416,2023-05-09 12:47:22,84.92,42.1,39.1,12.29
SNS084040,RV00499,2023-07-27 02:50:37,85.1,64.9,37.4,12.57
SNS084041,RV00833,2025-03-29 05:29:57,88.01,99.9,33.6,13.47
SNS084042,RV00118,2024-11-09 03:44:01,97.23,41.7,30.5,13.43
SNS084043,RV00069,2023-07-04 03:03:51,97.64,70.6,38.6,12.92
SNS084044,RV00593,2023-06-28 10:58:12,89.82,37.8,35.9,12.94
SNS084045,RV00579,2023-04-28 01:57:25,87.44,89.0,29.0,12.84
SNS084046,RV00505,2023-08-15 15:52:09,86.83,78.8,33.7,13.48
SNS084047,RV00081,2023-12-21 10:45:10,87.45,58.7,33.8,12.77
SNS084048,RV00872,2024-09-16 10:56:10,86.86,51.0,36.2,12.57
SNS084049,RV00564,2024-11-13 07:36:33,101.47,53.0,28.0,12.69
SNS084050,RV00213,2024-04-11 18:45:54,96.0,99.6,33.3,12.82
SNS084051,RV00744,2023-05-19 10:42:25,87.2,58.7,31.3,12.0
SNS084052,RV00639,2023-05-13 16:58:41,92.49,61.8,32.3,13.19
SNS084053,RV00007,2024-11-14 04:02:35,93.76,77.8,32.5,12.16
SNS084054,RV00015,2024-12-16 13:50:43,91.48,91.9,37.6,13.39
SNS084055,RV00646,2023-11-21 07:51:37,93.63,49.7,29.2,13.29
SNS084056,RV00343,2024-08-27 01:05:42,82.07,76.8,39.2,12.64
SNS084057,RV00037,2025-04-02 02:33:19,91.53,82.3,35.8,12.02
SNS084058,RV00909,2023-06-06 15:17:55,90.07,88.7,35.0,12.7
SNS084059,RV00366,2023-05-03 16:44:42,92.45,40.2,36.5,11.85
SNS084060,RV00816,2023-08-22 13:04:18,98.1,90.3,40.9,12.74
SNS084061,RV00993,2023-11-04 03:06:16,96.31,30.8,30.6,13.22
SNS084062,RV00903,2023-07-18 00:23:28,92.87,49.2,33.6,12.56
SNS084063,RV00964,2024-12-19 19:43:52,89.91,42.7,30.7,13.78
SNS084064,RV00495,2025-03-23 13:44:21,92.25,56.4,31.1,12.27
SNS084065,RV00938,2023-12-23 19:14:49,89.16,44.0,32.2,12.12
SNS084066,RV00465,2024-02-12 18:10:24,84.01,44.5,34.6,12.9
SNS084067,RV00272,2025-03-18 02:47:59,82.88,45.6,38.3,11.71
SNS084068,RV00703,2024-12-11 14:28:57,91.76,99.0,36.9,12.6
SNS084069,RV00968,2025-04-14 09:10:35,87.62,53.5,34.9,12.61
SNS084070,RV00740,2025-02-13 08:38:57,92.61,46.3,37.6,12.08
SNS084071,RV00865,2023-08-01 16:34:22,90.33,46.4,39.1,12.43
SNS084072,RV00394,2025-02-27 15:39:47,96.26,31.8,36.6,12.86
SNS084073,RV00283,2024-01-20 21:46:56,90.68,59.1,29.1,12.36
SNS084074,RV00109,2023-10-18 22:10:05,93.61,68.8,32.9,12.07
SNS084075,RV00982,2024-06-29 09:15:29,88.91,63.6,34.1,12.96
SNS084076,RV00104,2023-12-15 19:56:57,95.31,47.8,37.4,12.75
SNS084077,RV00767,2024-11-09 18:22:55,90.22,90.9,34.2,12.78
SNS084078,RV00093,2025-02-09 07:38:28,90.52,39.5,32.8,12.57
SNS084079,RV00921,2023-10-19 01:46:00,80.81,82.0,36.0,12.53
SNS084080,RV00925,2024-11-09 16:48:46,91.08,73.7,30.0,13.16
SNS084081,RV00729,2023-08-06 17:35:44,85.75,61.8,32.9,12.6
SNS084082,RV00751,2023-05-16 11:09:38,91.45,97.1,36.8,12.38
SNS084083,RV00859,2024-08-16 14:49:32,86.52,60.3,36.3,12.59
SNS084084,RV00585,2025-01-11 04:29:21,89.46,54.0,32.2,12.03
SNS084085,RV00984,2024-04-04 14:18:02,86.67,66.6,38.2,12.06
SNS084086,RV00433,2023-06-03 07:41:43,89.66,41.3,34.6,11.8
SNS084087,RV00747,2024-04-28 09:57:20,89.62,56.3,36.8,12.27
SNS084088,RV00102,2024-03-26 09:35:04,99.61,70.9,43.2,12.52
SNS084089,RV00208,2024-12-24 03:38:58,87.83,49.8,36.1,12.44
SNS084090,RV00802,2023-12-02 14:43:41,92.29,90.4,27.9,12.58
SNS084091,RV00998,2024-04-18 07:55:26,90.18,91.8,36.0,12.76
SNS084092,RV00895,2024-09-12 06:32:40,95.3,70.6,36.1,11.94
SNS084093,RV00967,2024-04-05 16:31:24,94.65,45.7,38.5,12.75
SNS084094,RV00854,2024-02-04 00:42:26,85.16,80.0,34.9,13.06
SNS084095,RV00776,2024-01-28 23:02:24,97.0,37.8,34.7,12.47
SNS084096,RV00423,2024-02-13 03:38:35,84.98,55.7,34.2,12.11
SNS084097,RV00294,2024-04-27 19:23:43,91.84,31.6,38.6,12.61
SNS084098,RV00727,2023-05-02 18:42:18,89.25,40.8,31.9,12.63
SNS084099,RV00556,2023-05-04 22:47:36,94.26,51.2,35.1,12.61
SNS084100,RV00373,2025-01-02 02:47:12,88.66,71.4,33.3,13.61
SNS084101,RV00999,2025-03-30 20:41:27,90.7,77.6,34.5,12.59
SNS084102,RV00251,2025-04-08 01:52:13,86.92,75.0,38.3,13.0
SNS084103,RV00322,2025-02-16 13:54:41,82.3,42.6,33.9,12.86
SNS084104,RV00619,2025-01-31 20:55:08,97.93,58.3,33.5,12.41
SNS084105,RV00832,2024-07-24 21:06:20,88.63,44.5,36.8,12.88
SNS084106,RV00072,2024-12-07 21:27:04,92.75,72.9,37.0,13.09
SNS084107,RV00774,2024-01-06 10:31:55,89.02,33.1,33.2,12.85
SNS084108,RV00012,2023-11-01 15:43:17,84.72,96.1,33.3,12.28
SNS084109,RV00435,2024-08-12 10:07:48,94.77,92.9,34.4,11.83
SNS084110,RV00958,2024-10-24 00:17:13,88.04,82.2,29.8,11.87
SNS084111,RV00811,2024-04-24 01:57:54,88.58,36.2,38.4,13.13
SNS084112,RV00276,2024-07-12 20:34:21,91.13,92.9,35.7,12.67
SNS084113,RV00530,2024-10-13 01:17:31,93.37,92.6,33.1,12.94
SNS084114,RV00032,2023-04-28 13:38:38,82.16,54.8,36.4,12.48
SNS084115,RV00388,2024-11-08 05:40:42,89.38,73.8,35.6,12.23
SNS084116,RV00971,2024-03-23 23:20:38,90.72,41.7,31.1,12.66
SNS084117,RV00123,2024-02-01 00:58:22,79.41,74.5,29.9,13.04
SNS084118,RV00484,2023-07-23 20:59:02,91.73,74.6,38.2,12.99
SNS084119,RV00256,2023-05-04 01:41:50,91.16,78.6,34.5,12.53
SNS084120,RV00268,2024-04-03 20:08:17,104.45,39.4,39.5,11.95
SNS084121,RV00856,2023-10-01 17:57:00,88.35,75.9,28.9,12.42
SNS084122,RV00421,2024-12-07 06:48:29,86.8,86.5,39.6,12.79
SNS084123,RV00585,2025-01-13 13:08:35,87.3,34.2,31.6,12.61
SNS084124,RV00745,2023-11-03 23:28:37,94.97,83.0,31.4,12.08
SNS084125,RV00418,2023-08-11 06:34:06,97.7,56.4,34.6,13.11
SNS084126,RV00586,2024-03-26 07:11:33,89.3,49.8,45.5,13.31
SNS084127,RV00770,2023-11-07 11:41:22,92.22,50.4,31.5,13.16
SNS084128,RV00918,2024-10-18 05:00:19,90.1,94.2,36.3,12.69
SNS084129,RV00897,2023-12-11 23:42:21,87.71,97.4,33.7,12.05
SNS084130,RV00343,2023-09-02 13:22:45,91.26,56.0,37.3,11.94
SNS084131,RV00281,2023-07-28 21:52:15,84.5,97.0,33.3,13.05
SNS084132,RV00698,2025-04-15 21:06:57,88.96,85.4,36.8,13.76
SNS084133,RV00251,2024-05-22 14:33:57,85.5,61.7,37.5,12.76
SNS084134,RV00309,2025-03-05 05:24:17,93.18,84.7,32.0,12.48
SNS084135,RV00028,2023-05-29 13:50:58,87.55,90.3,38.7,13.06
SNS084136,RV00861,2024-08-27 23:36:02,88.51,98.1,41.0,12.12
SNS084137,RV00444,2024-05-16 04:08:13,97.3,53.4,39.8,13.06
SNS084138,RV00587,2024-07-22 01:01:22,92.45,57.4,35.7,12.17
SNS084139,RV00324,2024-02-21 20:52:15,90.81,81.4,35.7,12.81
SNS084140,RV00542,2023-09-03 12:54:43,93.31,70.0,37.2,13.04
SNS084141,RV00966,2024-08-02 09:48:52,91.06,87.3,34.1,12.92
SNS084142,RV00820,2023-06-14 00:32:11,78.99,59.6,26.4,12.33
SNS084143,RV00578,2024-05-08 01:35:26,95.44,84.7,34.0,12.3
SNS084144,RV00417,2024-11-10 18:10:14,85.69,79.6,35.8,13.28
SNS084145,RV00059,2023-09-17 16:45:04,85.68,96.7,36.2,12.24
SNS084146,RV00413,2024-07-26 10:37:35,98.7,75.5,32.0,12.1
SNS084147,RV00163,2024-11-27 02:49:21,98.91,41.7,33.4,12.36
SNS084148,RV00691,2023-06-20 16:43:23,91.07,92.1,37.6,12.63
SNS084149,RV00403,2023-10-17 00:10:24,87.77,33.6,29.2,12.55
SNS084150,RV00676,2024-03-21 10:28:45,94.49,37.9,35.5,12.23
SNS084151,RV00476,2024-06-27 17:02:26,101.72,30.4,30.5,12.64
SNS084152,RV00146,2024-05-10 22:41:29,81.73,44.2,37.1,12.17
SNS084153,RV00284,2023-04-30 23:46:30,94.06,90.7,33.1,11.58
SNS084154,RV00411,2024-08-01 20:09:00,79.62,43.4,38.1,11.95
SNS084155,RV00630,2024-02-19 11:35:31,81.49,32.9,37.7,12.28
SNS084156,RV00759,2024-08-21 17:04:36,97.04,78.1,40.0,12.43
SNS084157,RV00052,2025-01-22 10:13:06,88.58,41.5,35.1,12.28
SNS084158,RV00002,2024-09-24 00:00:29,92.7,41.7,34.2,12.87
SNS084159,RV00172,2024-02-22 21:05:10,88.08,99.3,32.3,12.77
SNS084160,RV00006,2024-05-07 01:11:00,97.12,78.3,33.1,12.32
SNS084161,RV00151,2024-05-25 22:58:23,88.39,80.4,34.1,12.14
SNS084162,RV00846,2024-10-07 04:44:27,91.03,73.1,33.3,12.59
SNS084163,RV00697,2025-01-11 13:04:48,91.14,85.2,36.3,12.73
SNS084164,RV00655,2023-05-17 12:28:59,93.23,30.3,40.9,12.24
SNS084165,RV00931,2024-04-10 09:00:05,84.44,59.3,35.8,13.06
SNS084166,RV00763,2024-02-22 07:56:24,87.59,72.0,37.7,12.77
SNS084167,RV00935,2025-01-21 01:22:01,94.12,62.5,34.8,12.61
SNS084168,RV00661,2024-10-30 08:00:04,91.37,75.4,36.4,12.14
SNS084169,RV00870,2024-07-19 20:21:23,97.01,78.9,34.9,12.53
SNS084170,RV00554,2024-02-19 14:37:16,96.19,54.8,30.6,10.94
SNS084171,RV00743,2023-05-02 06:18:28,88.02,81.3,39.1,12.53
SNS084172,RV00496,2023-09-22 22:27:03,94.11,86.2,34.0,12.23
SNS084173,RV00865,2023-05-30 12:07:36,96.88,52.7,32.1,12.05
SNS084174,RV00522,2023-06-18 15:17:50,87.9,97.5,39.6,12.82
SNS084175,RV00387,2024-09-24 00:01:46,89.75,42.2,32.2,12.47
SNS084176,RV00059,2024-05-13 05:58:13,88.02,80.7,27.5,12.61
SNS084177,RV00135,2024-07-19 20:14:34,92.22,44.8,36.4,12.56
SNS084178,RV00076,2023-08-20 03:47:51,82.26,33.5,35.7,12.5
SNS084179,RV00233,2024-12-26 04:35:02,95.61,30.9,35.2,12.88
SNS084180,RV00440,2023-10-03 20:23:20,79.97,65.8,33.4,12.57
SNS084181,RV00840,2024-12-25 00:43:02,89.45,50.5,36.1,12.15
SNS084182,RV00586,2024-10-17 06:36:09,92.11,69.9,35.7,12.17
SNS084183,RV00048,2023-11-13 23:08:03,94.07,78.3,37.8,11.92
SNS084184,RV00605,2024-12-18 03:08:29,86.45,63.9,37.2,12.8
SNS084185,RV00351,2023-05-30 19:45:00,87.1,85.0,36.9,12.52
SNS084186,RV00387,2024-03-12 22:48:54,90.18,97.1,34.9,13.06
SNS084187,RV00228,2024-01-10 20:46:20,101.2,39.8,36.2,12.7
SNS084188,RV00386,2024-11-19 04:27:18,92.18,79.0,28.1,12.6
SNS084189,RV00969,2023-04-23 13:32:47,90.9,48.8,38.6,12.41
SNS084190,RV00987,2024-06-08 09:27:13,81.84,56.2,38.0,12.81
SNS084191,RV00516,2023-04-29 09:58:48,91.21,53.8,36.6,12.77
SNS084192,RV00793,2024-01-15 18:41:46,85.7,39.9,35.3,13.33
SNS084193,RV00426,2024-02-29 14:23:45,93.01,91.4,32.3,12.25
SNS084194,RV00588,2024-07-05 20:54:14,90.4,83.9,35.8,11.75
SNS084195,RV00976,2023-11-06 17:06:26,84.98,63.8,40.6,12.92
SNS084196,RV00706,2024-06-08 19:04:52,91.77,53.5,37.4,13.87
SNS084197,RV00466,2023-11-26 02:18:52,92.6,46.0,35.6,11.78
SNS084198,RV00936,2023-12-14 14:18:49,87.66,98.6,28.7,13.9
SNS084199,RV00743,2025-02-27 08:44:30,87.41,50.2,35.6,12.19
SNS084200,RV00097,2024-10-02 18:08:12,79.07,69.8,40.6,12.45
SNS084201,RV00212,2023-11-16 06:52:59,97.8,48.6,25.9,12.57
SNS084202,RV00211,2024-01-12 18:21:27,89.69,99.5,30.0,13.04
SNS084203,RV00549,2025-01-26 01:27:37,87.42,57.6,33.6,12.84
SNS084204,RV00743,2024-02-27 06:22:10,89.17,43.6,34.0,11.9
SNS084205,RV00849,2025-02-05 02:41:48,87.91,81.6,34.5,12.74
SNS084206,RV00576,2023-10-27 17:08:52,90.63,84.3,33.2,11.67
SNS084207,RV00306,2024-03-05 20:50:01,91.38,94.9,37.5,12.12
SNS084208,RV00533,2024-12-03 10:09:57,92.17,73.4,32.5,11.68
SNS084209,RV00987,2024-08-05 14:10:33,89.98,40.0,35.2,12.27
SNS084210,RV00132,2023-10-07 07:32:50,86.56,30.6,36.4,12.69
SNS084211,RV00685,2023-11-15 20:07:41,88.59,54.4,34.2,13.08
SNS084212,RV00001,2025-01-22 01:51:04,86.84,88.9,36.2,11.73
SNS084213,RV00933,2023-05-01 01:15:05,90.95,46.7,38.2,12.23
SNS084214,RV00866,2024-02-08 16:20:27,93.7,98.7,32.4,12.09
SNS084215,RV00654,2024-05-18 23:06:14,84.97,52.9,34.3,12.6
SNS084216,RV00448,2023-12-15 03:06:06,93.42,75.5,33.5,12.88
SNS084217,RV00701,2024-11-21 16:05:13,93.24,90.9,29.1,12.49
SNS084218,RV00610,2023-06-03 23:21:21,95.74,93.4,32.5,12.58
SNS084219,RV00596,2024-05-29 08:59:06,91.63,49.7,34.1,12.35
SNS084220,RV00464,2024-04-14 19:35:47,82.79,80.2,36.9,12.16
SNS084221,RV00544,2024-11-19 06:32:45,93.43,91.9,36.3,12.51
SNS084222,RV00791,2024-06-01 12:47:30,90.69,65.4,35.8,12.18
SNS084223,RV00766,2023-07-18 10:47:18,81.5,63.5,34.6,13.08
SNS084224,RV00942,2023-10-17 00:45:44,89.35,87.9,29.7,12.6
SNS084225,RV00996,2024-08-11 04:02:12,91.92,92.5,37.8,12.66
SNS084226,RV00581,2023-08-06 03:46:03,99.47,78.4,34.1,12.7
SNS084227,RV00548,2023-12-11 17:27:19,93.5,59.2,38.4,12.83
SNS084228,RV00211,2023-08-26 08:12:55,81.87,61.7,32.2,12.46
SNS084229,RV00667,2025-02-04 12:12:25,94.89,99.0,34.9,13.24
SNS084230,RV00520,2023-06-10 01:11:45,92.43,75.9,38.1,12.84
SNS084231,RV00103,2023-07-31 11:03:02,84.21,60.0,38.1,13.57
SNS084232,RV00799,2023-12-03 05:35:02,84.97,64.9,32.3,12.96
SNS084233,RV00260,2024-01-13 04:13:53,91.41,85.3,36.2,13.38
SNS084234,RV00723,2025-01-22 11:34:47,94.17,95.7,31.6,12.69
SNS084235,RV00818,2023-11-04 00:40:44,90.43,84.6,39.6,12.73
SNS084236,RV00666,2024-08-26 16:08:35,83.56,44.8,31.6,12.27
SNS084237,RV00740,2024-01-22 17:42:27,87.18,74.9,30.0,12.95
SNS084238,RV00277,2024-11-24 05:52:58,89.86,56.1,35.5,12.06
SNS084239,RV00400,2023-11-05 13:17:40,94.72,49.2,34.8,12.43
SNS084240,RV00688,2024-02-15 00:41:30,92.12,34.8,33.8,12.78
SNS084241,RV00936,2024-12-01 23:22:38,90.68,58.6,32.9,11.99
SNS084242,RV00066,2025-04-16 11:06:30,92.12,68.9,33.3,13.04
SNS084243,RV00530,2023-05-14 09:23:31,88.74,37.3,31.7,13.14
SNS084244,RV00173,2025-03-05 05:43:12,80.78,73.4,31.3,12.69
SNS084245,RV00639,2023-08-21 00:47:55,83.77,49.5,38.2,12.79
SNS084246,RV00919,2024-03-19 01:50:21,97.13,65.4,28.1,12.63
SNS084247,RV00186,2024-08-10 06:49:07,99.18,90.5,40.8,13.26
SNS084248,RV00147,2024-10-31 05:40:10,94.32,93.3,36.8,13.47
SNS084249,RV00057,2024-09-18 03:55:13,87.1,41.5,31.9,12.79
SNS084250,RV00844,2024-09-07 05:18:23,86.13,58.6,35.8,12.41
SNS084251,RV00348,2024-06-27 00:55:55,97.63,70.6,39.9,13.15
SNS084252,RV00349,2023-11-15 16:32:17,90.23,66.9,36.9,13.1
SNS084253,RV00378,2024-06-17 15:40:35,89.94,75.9,31.4,11.86
SNS084254,RV00140,2025-01-29 10:02:36,86.77,76.8,32.9,12.04
SNS084255,RV00155,2025-04-04 20:10:38,90.02,50.8,35.5,12.1
SNS084256,RV00648,2024-01-29 05:32:01,85.21,91.5,33.1,12.12
SNS084257,RV00021,2025-04-10 13:37:32,88.43,91.6,37.1,13.75
SNS084258,RV00271,2024-01-27 03:15:04,75.12,57.5,27.0,12.64
SNS084259,RV00708,2024-09-20 03:16:18,94.34,45.3,30.5,13.53
SNS084260,RV00854,2024-07-30 13:40:02,87.67,91.1,33.5,11.1
SNS084261,RV00352,2024-12-01 18:15:02,98.38,73.9,32.6,12.92
SNS084262,RV00320,2025-03-23 20:03:14,84.28,75.7,34.7,11.12
SNS084263,RV00210,2025-03-26 16:27:17,83.87,31.5,32.6,11.8
SNS084264,RV00635,2024-11-17 01:23:31,74.87,37.6,34.1,12.52
SNS084265,RV00032,2024-08-03 04:00:42,91.15,86.3,38.0,12.16
SNS084266,RV00755,2024-02-29 12:39:45,88.63,78.2,39.1,12.71
SNS084267,RV00355,2024-12-28 07:04:35,84.11,79.6,39.4,12.17
SNS084268,RV00775,2024-01-14 17:15:00,80.74,41.9,38.7,13.67
SNS084269,RV00109,2023-07-09 22:59:42,88.99,73.7,32.4,12.88
SNS084270,RV00289,2023-04-23 22:24:53,106.03,71.9,30.6,12.54
SNS084271,RV00460,2024-10-12 00:07:39,94.51,69.1,35.6,12.93
SNS084272,RV00745,2025-02-06 06:07:55,90.96,90.5,34.8,12.2
SNS084273,RV00562,2024-02-06 02:17:20,88.04,83.6,40.0,12.6
SNS084274,RV00581,2024-07-02 04:25:06,88.92,74.4,31.4,12.9
SNS084275,RV00658,2024-07-15 08:39:51,100.03,81.6,40.6,11.06
SNS084276,RV00419,2025-02-09 21:44:54,88.26,55.7,36.4,13.05
SNS084277,RV00524,2023-05-19 12:02:32,98.87,99.7,34.4,12.32
SNS084278,RV00495,2024-10-06 21:48:27,87.04,38.5,32.3,12.03
SNS084279,RV00854,2023-06-04 13:21:10,87.66,39.2,37.3,12.82
SNS084280,RV00803,2024-06-01 18:39:53,82.9,70.1,31.9,12.71
SNS084281,RV00917,2025-03-09 18:23:51,91.3,61.9,38.0,13.04
SNS084282,RV00643,2024-10-02 22:08:53,91.52,73.5,30.3,12.53
SNS084283,RV00188,2024-08-26 23:40:53,85.2,31.5,35.5,12.96
SNS084284,RV00957,2025-01-22 10:19:06,96.97,59.3,34.4,12.64
SNS084285,RV00908,2024-03-20 10:11:12,87.37,58.3,35.5,11.71
SNS084286,RV00090,2024-09-10 12:11:55,85.6,46.4,36.8,12.63
SNS084287,RV00328,2024-06-28 12:52:11,88.55,99.9,30.5,12.12
SNS084288,RV00321,2023-11-12 17:32:46,91.23,36.2,33.1,12.45
SNS084289,RV00200,2025-02-15 14:27:47,90.16,57.5,35.3,12.01
SNS084290,RV00033,2024-03-21 17:59:16,96.21,41.3,33.7,12.49
SNS084291,RV00672,2024-11-25 00:44:13,92.59,71.7,33.7,13.25
SNS084292,RV00575,2024-03-08 13:37:45,87.28,47.4,35.8,12.35
SNS084293,RV00006,2024-12-05 10:12:38,87.25,53.4,41.2,13.08
SNS084294,RV00320,2023-12-26 06:34:38,89.96,46.9,38.2,12.58
SNS084295,RV00841,2024-08-12 02:07:25,96.29,32.0,36.4,12.87
SNS084296,RV00905,2024-01-12 12:44:13,90.28,47.5,35.7,12.87
SNS084297,RV00418,2024-12-10 20:17:27,91.36,78.2,32.3,12.4
SNS084298,RV00334,2024-04-26 16:44:07,90.75,38.6,36.4,11.77
SNS084299,RV00535,2024-05-05 12:08:36,86.47,77.0,36.1,11.98
SNS084300,RV00425,2023-06-15 21:06:15,96.78,45.6,32.0,12.96
SNS084301,RV00373,2023-06-26 13:07:57,86.46,64.8,37.7,13.02
SNS084302,RV00280,2024-03-08 18:38:46,88.21,75.8,32.2,12.56
SNS084303,RV00612,2025-02-23 03:45:26,91.62,36.6,31.9,12.79
SNS084304,RV00103,2024-03-27 04:54:04,91.88,63.8,34.5,12.21
SNS084305,RV00619,2025-02-10 09:53:51,89.17,93.4,37.2,12.35
SNS084306,RV00422,2024-07-10 21:18:40,91.08,92.5,35.4,12.55
SNS084307,RV00334,2023-05-13 23:52:53,98.55,41.8,38.0,12.37
SNS084308,RV00200,2024-03-22 02:25:16,86.22,94.0,32.6,11.86
SNS084309,RV00313,2023-12-18 15:12:36,94.05,79.3,28.4,11.82
SNS084310,RV00192,2024-08-21 08:47:16,88.26,64.0,34.6,13.84
SNS084311,RV00366,2025-03-19 10:58:31,95.51,87.4,33.8,12.92
SNS084312,RV00476,2024-05-04 18:18:48,90.27,87.5,37.6,13.74
SNS084313,RV00568,2025-02-02 03:06:55,91.68,96.3,37.0,12.89
SNS084314,RV00089,2024-03-18 01:46:07,90.67,97.4,29.3,12.11
SNS084315,RV00294,2025-02-26 11:02:31,95.62,48.2,31.7,12.05
SNS084316,RV00676,2023-12-03 01:10:46,88.93,88.4,37.9,12.98
SNS084317,RV00955,2024-02-09 22:47:54,97.35,70.5,36.5,12.31
SNS084318,RV00180,2024-12-12 16:32:34,96.91,46.1,37.5,12.75
SNS084319,RV00623,2023-08-07 00:32:46,91.3,40.0,37.7,12.72
SNS084320,RV00312,2024-04-03 15:17:57,83.4,95.1,38.8,13.08
SNS084321,RV00079,2024-12-08 18:22:58,80.8,36.9,36.7,12.93
SNS084322,RV00277,2023-10-17 11:30:11,88.23,77.6,35.6,13.02
SNS084323,RV00584,2024-06-20 14:09:55,87.12,42.4,33.2,13.7
SNS084324,RV00994,2025-03-22 12:20:36,100.86,38.5,36.2,12.68
SNS084325,RV00657,2024-09-26 22:18:38,95.79,49.2,31.7,12.75
SNS084326,RV00527,2024-10-26 19:08:32,98.37,87.6,35.6,13.11
SNS084327,RV00622,2023-12-20 04:04:57,96.66,58.9,35.2,13.29
SNS084328,RV00606,2024-11-05 21:54:27,89.49,30.9,32.8,12.52
SNS084329,RV00890,2024-06-19 21:53:19,81.64,47.5,34.7,12.44
SNS084330,RV00747,2024-06-08 14:32:32,93.03,82.3,33.9,11.95
SNS084331,RV00595,2025-04-09 16:45:00,86.38,79.6,38.2,13.53
SNS084332,RV00234,2024-01-28 20:03:35,93.12,55.9,30.4,12.64
SNS084333,RV00177,2025-03-09 17:32:00,84.05,44.8,36.6,13.31
SNS084334,RV00383,2024-10-22 18:59:22,87.14,51.3,32.6,11.8
SNS084335,RV00645,2023-08-14 03:56:44,92.33,41.1,30.1,13.03
SNS084336,RV00028,2025-02-23 08:58:45,80.37,58.3,35.3,12.76
SNS084337,RV00616,2023-06-21 09:03:12,81.52,42.7,32.0,12.13
SNS084338,RV00464,2023-05-15 22:45:44,88.85,51.1,35.7,12.37
SNS084339,RV00023,2024-04-28 05:09:48,96.0,49.4,31.9,13.53
SNS084340,RV00366,2024-11-23 23:54:19,86.31,99.0,38.3,12.98
SNS084341,RV00588,2023-07-06 03:27:34,95.47,54.8,32.5,12.4
SNS084342,RV00786,2024-12-18 12:47:50,92.3,31.7,34.2,12.48
SNS084343,RV00168,2024-10-05 12:22:14,92.68,99.2,35.8,11.72
SNS084344,RV00658,2025-03-31 18:19:00,86.34,79.2,32.4,12.32
SNS084345,RV00914,2024-06-29 16:44:55,85.6,48.7,34.2,12.52
SNS084346,RV00261,2023-06-02 02:49:17,91.32,31.8,35.7,13.03
SNS084347,RV00052,2024-04-28 04:15:44,86.97,92.2,36.2,13.12
SNS084348,RV00234,2024-10-12 23:50:01,94.04,55.6,33.6,11.68
SNS084349,RV00171,2023-06-12 14:51:42,88.59,90.7,34.5,12.83
SNS084350,RV00105,2024-11-17 10:51:35,87.23,75.0,34.6,12.52
SNS084351,RV00256,2023-09-04 07:53:30,94.23,49.4,40.0,12.52
SNS084352,RV00012,2023-11-24 09:25:50,84.13,74.5,35.8,12.32
SNS084353,RV00585,2024-09-07 11:34:38,86.72,57.6,35.6,13.05
SNS084354,RV00784,2024-01-30 03:58:40,86.75,75.3,33.4,13.0
SNS084355,RV00152,2024-05-27 00:42:00,83.3,34.6,35.4,13.87
SNS084356,RV00705,2024-08-08 20:11:49,93.87,75.3,36.7,14.16
SNS084357,RV00470,2024-06-16 01:00:16,91.49,58.0,34.6,12.02
SNS084358,RV00194,2024-11-16 05:46:19,96.15,30.5,32.7,12.4
SNS084359,RV00585,2023-12-25 15:09:40,91.53,57.9,37.6,12.54
SNS084360,RV00062,2023-09-12 07:09:57,84.21,99.4,35.0,12.36
SNS084361,RV00941,2023-11-19 17:46:27,89.02,52.6,43.4,12.27
SNS084362,RV00814,2024-08-13 11:22:51,94.85,63.7,42.2,12.41
SNS084363,RV00350,2025-01-12 20:51:54,89.47,86.2,35.2,13.83
SNS084364,RV00723,2025-01-05 14:44:39,84.35,61.9,36.5,13.01
SNS084365,RV00142,2023-07-27 00:22:49,96.48,87.5,34.6,12.95
SNS084366,RV00364,2023-05-24 09:10:10,84.68,60.0,34.3,12.8
SNS084367,RV00597,2023-07-28 19:35:55,86.17,80.2,32.4,12.55
SNS084368,RV00750,2024-04-20 02:14:34,78.89,41.4,38.0,12.11
SNS084369,RV00086,2024-03-08 16:52:45,80.98,90.3,30.6,12.62
SNS084370,RV00641,2024-05-23 00:56:28,85.21,62.8,33.0,11.99
SNS084371,RV00562,2023-08-27 09:26:13,98.63,94.5,36.2,12.07
