booking_id,booking_date,customer_id,camper_id,pickup_date,rental_days,dropoff_date,pickup_location,dropoff_location,booking_channel,base_price,total_price,booking_status,addons,season
BK45481,2022-10-25,CUST24661,RV00425,2023-01-17,4,2023-01-21,LOC061,LOC084,App,56,224,Completed,GPS,Fall
BK45482,2024-12-12,CUST32530,RV00397,2024-12-20,5,2024-12-25,LOC073,LOC050,Walk-in,136,680,Completed,Child Seat,Fall
BK45483,2022-07-19,CUST01359,RV00113,2022-08-16,3,2022-08-19,LOC043,LOC087,App,86,258,Cancelled,Child Seat,Spring
BK45484,2024-04-02,CUST31363,RV00168,2024-04-17,12,2024-04-29,LOC067,LOC032,Walk-in,155,1860,Completed,Child Seat,Summer
BK45485,2022-04-11,CUST03893,RV00281,2022-07-01,2,2022-07-03,LOC015,LOC026,Online,73,146,Completed,None,Summer
BK45486,2022-12-08,CUST22067,RV00482,2023-01-03,14,2023-01-17,LOC082,LOC032,Walk-in,153,2142,Completed,Bedding,Spring
BK45487,2023-03-10,CUST36261,RV00083,2023-05-02,10,2023-05-12,LOC050,LOC049,App,129,1290,Completed,Bike Rack,Fall
BK45488,2023-01-05,CUST14323,RV00340,2023-01-20,14,2023-02-03,LOC029,LOC097,Partner,157,2198,Completed,None,Summer
BK45489,2024-03-20,CUST24163,RV00227,2024-05-14,13,2024-05-27,LOC056,LOC009,Partner,162,2106,Completed,Bike Rack,Fall
BK45490,2022-12-06,CUST48673,RV00677,2022-12-19,11,2022-12-30,LOC092,LOC013,Online,197,2167,Completed,None,Fall
BK45491,2022-09-27,CUST26398,RV00640,2022-10-17,3,2022-10-20,LOC044,LOC037,Online,150,450,Completed,Child Seat,Summer
BK45492,2023-12-02,CUST41506,RV00510,2024-02-21,12,2024-03-04,LOC081,LOC093,App,183,2196,Completed,Child Seat,Spring
BK45493,2022-10-10,CUST49290,RV00645,2023-01-07,6,2023-01-13,LOC089,LOC071,Partner,182,1092,Completed,Child Seat,Spring
BK45494,2024-03-04,CUST27258,RV00628,2024-05-28,8,2024-06-05,LOC096,LOC083,Online,59,472,Completed,Bedding,Winter
BK45495,2022-12-05,CUST17681,RV00633,2022-12-13,14,2022-12-27,LOC050,LOC079,Walk-in,80,1120,Completed,BBQ Kit,Spring
BK45496,2024-12-17,CUST10485,RV00315,2025-01-03,12,2025-01-15,LOC058,LOC072,Walk-in,88,1056,Cancelled,None,Winter
BK45497,2024-08-04,CUST40107,RV00763,2024-09-07,3,2024-09-10,LOC048,LOC096,Partner,196,588,Completed,Child Seat,Winter
BK45498,2022-05-05,CUST00728,RV00690,2022-06-22,7,2022-06-29,LOC065,LOC098,Walk-in,170,1190,Completed,None,Spring
BK45499,2022-06-18,CUST15402,RV00907,2022-06-28,11,2022-07-09,LOC009,LOC022,Walk-in,110,1210,Completed,Child Seat,Spring
BK45500,2024-09-30,CUST12362,RV00792,2024-12-17,12,2024-12-29,LOC097,LOC024,Online,179,2148,Completed,Child Seat,Fall
BK45501,2022-05-17,CUST17186,RV00220,2022-07-31,9,2022-08-09,LOC083,LOC065,Online,123,1107,Completed,Child Seat,Summer
BK45502,2022-12-13,CUST28301,RV00270,2023-02-26,14,2023-03-12,LOC067,LOC093,App,64,896,Completed,GPS,Spring
BK45503,2024-09-04,CUST34653,RV00714,2024-10-03,8,2024-10-11,LOC032,LOC037,Partner,108,864,Cancelled,Child Seat,Fall
BK45504,2024-04-28,CUST10452,RV00078,2024-05-14,7,2024-05-21,LOC099,LOC037,App,52,364,Completed,None,Winter
BK45505,2024-01-02,CUST11074,RV00543,2024-01-21,13,2024-02-03,LOC034,LOC091,App,71,923,Cancelled,Child Seat,Winter
BK45506,2023-02-09,CUST41684,RV00633,2023-05-06,12,2023-05-18,LOC012,LOC094,App,167,2004,Completed,Child Seat,Summer
BK45507,2023-03-01,CUST25686,RV00802,2023-03-25,9,2023-04-03,LOC080,LOC031,Partner,58,522,Completed,BBQ Kit,Summer
BK45508,2022-06-29,CUST03081,RV00228,2022-08-11,3,2022-08-14,LOC044,LOC021,Online,69,207,Completed,Bedding,Summer
BK45509,2023-08-17,CUST24251,RV00832,2023-10-12,5,2023-10-17,LOC028,LOC045,App,166,830,Completed,BBQ Kit,Spring
BK45510,2022-08-11,CUST49183,RV00884,2022-09-19,5,2022-09-24,LOC041,LOC041,Partner,180,900,Completed,Child Seat,Fall
BK45511,2023-12-14,CUST49023,RV00874,2023-12-23,14,2024-01-06,LOC077,LOC037,Walk-in,131,1834,Completed,GPS,Spring
BK45512,2023-06-27,CUST07393,RV00077,2023-08-14,8,2023-08-22,LOC028,LOC017,Walk-in,71,568,Completed,GPS,Spring
BK45513,2025-02-27,CUST37944,RV00517,2025-04-01,8,2025-04-09,LOC092,LOC055,Walk-in,182,1456,Completed,None,Fall
BK45514,2024-06-20,CUST27722,RV00655,2024-08-01,4,2024-08-05,LOC006,LOC072,Partner,64,256,Completed,Child Seat,Winter
BK45515,2022-06-13,CUST48346,RV00160,2022-07-17,5,2022-07-22,LOC083,LOC015,Online,100,500,Completed,Child Seat,Fall
BK45516,2023-07-20,CUST02626,RV00311,2023-09-03,2,2023-09-05,LOC047,LOC070,Online,102,204,Completed,Bike Rack,Spring
BK45517,2024-07-29,CUST19735,RV00428,2024-09-03,9,2024-09-12,LOC100,LOC056,Walk-in,148,1332,Completed,GPS,Summer
BK45518,2022-07-18,CUST33946,RV00084,2022-08-19,13,2022-09-01,LOC001,LOC061,Walk-in,66,858,Completed,None,Spring
BK45519,2024-08-14,CUST13519,RV00405,2024-11-04,13,2024-11-17,LOC096,LOC100,Walk-in,96,1248,Cancelled,GPS,Summer
BK45520,2024-02-16,CUST15630,RV00011,2024-03-13,5,2024-03-18,LOC086,LOC074,Partner,65,325,Completed,Bike Rack,Summer
BK45521,2024-08-22,CUST08530,RV00769,2024-11-10,12,2024-11-22,LOC028,LOC086,App,122,1464,Cancelled,Bike Rack,Fall
BK45522,2024-04-26,CUST03438,RV00840,2024-05-29,6,2024-06-04,LOC091,LOC069,Walk-in,145,870,Completed,Bedding,Spring
BK45523,2024-07-02,CUST17435,RV00439,2024-09-28,6,2024-10-04,LOC008,LOC093,App,159,954,Completed,BBQ Kit,Winter
BK45524,2022-04-24,CUST47211,RV00490,2022-06-06,2,2022-06-08,LOC026,LOC065,Partner,194,388,Completed,Child Seat,Winter
BK45525,2024-05-27,CUST11077,RV00215,2024-06-02,2,2024-06-04,LOC084,LOC097,Online,183,366,Completed,Bike Rack,Spring
BK45526,2024-04-11,CUST11382,RV00613,2024-06-02,8,2024-06-10,LOC020,LOC028,Partner,189,1512,Completed,Child Seat,Spring
BK45527,2022-06-30,CUST28544,RV00489,2022-08-29,13,2022-09-11,LOC091,LOC041,Partner,106,1378,Completed,Bedding,Winter
BK45528,2022-11-19,CUST04096,RV00493,2023-02-05,13,2023-02-18,LOC039,LOC079,Partner,90,1170,Completed,GPS,Fall
BK45529,2023-08-26,CUST18789,RV00499,2023-11-18,13,2023-12-01,LOC069,LOC030,Partner,68,884,Completed,Bike Rack,Spring
BK45530,2022-04-19,CUST31123,RV00394,2022-07-06,2,2022-07-08,LOC069,LOC066,App,144,288,Completed,GPS,Spring
BK45531,2024-05-19,CUST39934,RV00097,2024-07-17,14,2024-07-31,LOC008,LOC099,Online,90,1260,Completed,Bike Rack,Summer
BK45532,2023-08-18,CUST33734,RV00856,2023-10-01,10,2023-10-11,LOC077,LOC038,Partner,163,1630,Completed,Bedding,Spring
BK45533,2024-09-08,CUST18433,RV00848,2024-10-02,7,2024-10-09,LOC053,LOC096,Partner,95,665,Completed,Bike Rack,Fall
BK45534,2023-10-01,CUST27440,RV00823,2023-12-11,14,2023-12-25,LOC060,LOC022,Partner,128,1792,Completed,BBQ Kit,Summer
BK45535,2022-09-16,CUST03396,RV00171,2022-11-22,2,2022-11-24,LOC034,LOC062,Partner,52,104,Completed,Child Seat,Spring
BK45536,2023-01-08,CUST28787,RV00922,2023-02-17,14,2023-03-03,LOC003,LOC094,App,164,2296,Completed,Bedding,Fall
BK45537,2024-05-18,CUST09533,RV00839,2024-06-07,2,2024-06-09,LOC053,LOC018,Online,199,398,Completed,BBQ Kit,Spring
BK45538,2023-12-15,CUST04230,RV00133,2024-01-09,6,2024-01-15,LOC021,LOC034,Online,147,882,Completed,Bedding,Fall
BK45539,2022-08-15,CUST17403,RV00517,2022-09-16,12,2022-09-28,LOC053,LOC057,Walk-in,194,2328,Completed,Child Seat,Summer
BK45540,2024-11-03,CUST03760,RV00719,2025-01-13,4,2025-01-17,LOC027,LOC035,Partner,185,740,Completed,GPS,Spring
BK45541,2022-09-21,CUST04207,RV00097,2022-11-12,9,2022-11-21,LOC049,LOC081,Walk-in,143,1287,Cancelled,Bike Rack,Spring
BK45542,2024-11-03,CUST07259,RV00789,2025-01-27,9,2025-02-05,LOC009,LOC011,Partner,162,1458,Completed,Bike Rack,Winter
BK45543,2024-09-14,CUST22439,RV00267,2024-10-05,11,2024-10-16,LOC039,LOC051,Walk-in,118,1298,Completed,Child Seat,Summer
BK45544,2024-09-17,CUST11672,RV00212,2024-11-05,9,2024-11-14,LOC096,LOC024,App,192,1728,Completed,Bike Rack,Winter
BK45545,2022-12-04,CUST05823,RV00254,2022-12-27,7,2023-01-03,LOC086,LOC010,Walk-in,51,357,Completed,Child Seat,Summer
BK45546,2022-11-01,CUST09069,RV00902,2023-01-04,6,2023-01-10,LOC047,LOC050,Partner,52,312,Completed,Child Seat,Fall
BK45547,2022-05-31,CUST11926,RV00582,2022-06-12,6,2022-06-18,LOC073,LOC085,Online,78,468,Completed,Child Seat,Spring
BK45548,2023-10-03,CUST21434,RV00738,2023-12-10,7,2023-12-17,LOC051,LOC018,App,186,1302,Completed,Child Seat,Fall
BK45549,2024-07-11,CUST38997,RV00923,2024-10-02,7,2024-10-09,LOC039,LOC013,Online,158,1106,Completed,BBQ Kit,Fall
BK45550,2024-05-31,CUST08344,RV00687,2024-06-05,14,2024-06-19,LOC008,LOC069,Walk-in,74,1036,Completed,Bike Rack,Summer
BK45551,2023-07-04,CUST33952,RV00278,2023-09-07,11,2023-09-18,LOC026,LOC070,Walk-in,92,1012,Completed,GPS,Summer
BK45552,2024-03-17,CUST33376,RV00490,2024-05-20,10,2024-05-30,LOC033,LOC063,Online,191,1910,Completed,None,Fall
BK45553,2024-10-17,CUST01388,RV00269,2024-11-29,8,2024-12-07,LOC087,LOC036,Online,126,1008,Completed,None,Summer
BK45554,2024-01-17,CUST29837,RV00980,2024-03-05,7,2024-03-12,LOC045,LOC025,App,95,665,Completed,Child Seat,Summer
BK45555,2022-08-28,CUST12027,RV00884,2022-08-30,12,2022-09-11,LOC075,LOC012,Online,108,1296,Completed,GPS,Fall
BK45556,2025-01-28,CUST10294,RV00769,2025-04-04,11,2025-04-15,LOC052,LOC066,Walk-in,80,880,Completed,Child Seat,Summer
BK45557,2022-11-08,CUST41318,RV00059,2023-01-22,8,2023-01-30,LOC046,LOC069,Walk-in,86,688,Completed,Child Seat,Fall
BK45558,2022-12-14,CUST32907,RV00792,2023-02-25,4,2023-03-01,LOC081,LOC085,App,67,268,Completed,Child Seat,Fall
BK45559,2023-09-02,CUST30220,RV00055,2023-11-08,13,2023-11-21,LOC014,LOC090,Online,81,1053,Completed,None,Spring
BK45560,2023-01-05,CUST34582,RV00320,2023-02-07,3,2023-02-10,LOC009,LOC100,Partner,121,363,Completed,None,Fall
BK45561,2022-08-20,CUST01219,RV00832,2022-09-12,11,2022-09-23,LOC068,LOC095,App,58,638,Cancelled,Bedding,Winter
BK45562,2024-06-12,CUST16289,RV00659,2024-09-02,8,2024-09-10,LOC018,LOC096,Walk-in,133,1064,Completed,BBQ Kit,Spring
BK45563,2024-09-16,CUST05349,RV00909,2024-11-17,4,2024-11-21,LOC097,LOC096,App,87,348,Cancelled,None,Fall
BK45564,2023-07-18,CUST45978,RV00617,2023-09-30,14,2023-10-14,LOC005,LOC022,Partner,62,868,Completed,Child Seat,Fall
BK45565,2023-12-30,CUST21087,RV00695,2024-02-27,5,2024-03-03,LOC087,LOC031,Partner,96,480,Completed,Bedding,Fall
BK45566,2022-03-08,CUST30058,RV00640,2022-05-27,12,2022-06-08,LOC011,LOC017,Online,93,1116,Completed,Bedding,Spring
BK45567,2024-02-11,CUST03546,RV00817,2024-03-09,3,2024-03-12,LOC035,LOC068,App,156,468,Completed,Bedding,Summer
BK45568,2024-05-29,CUST21690,RV00111,2024-08-05,6,2024-08-11,LOC065,LOC018,App,180,1080,Completed,None,Spring
BK45569,2022-08-21,CUST01274,RV00737,2022-10-03,13,2022-10-16,LOC060,LOC002,Online,143,1859,Cancelled,Bedding,Summer
BK45570,2022-07-06,CUST02752,RV00308,2022-08-29,6,2022-09-04,LOC011,LOC005,Online,83,498,Completed,Child Seat,Fall
BK45571,2022-06-12,CUST43878,RV00553,2022-08-16,12,2022-08-28,LOC029,LOC079,Online,68,816,Completed,None,Winter
BK45572,2024-04-03,CUST46013,RV00766,2024-05-19,14,2024-06-02,LOC097,LOC055,Partner,149,2086,Completed,None,Spring
BK45573,2024-06-07,CUST12287,RV00330,2024-06-19,11,2024-06-30,LOC014,LOC089,Partner,172,1892,Completed,Bike Rack,Summer
BK45574,2022-09-16,CUST08134,RV00574,2022-11-10,11,2022-11-21,LOC087,LOC035,Partner,63,693,Completed,Bedding,Fall
BK45575,2022-04-03,CUST18866,RV00468,2022-05-31,2,2022-06-02,LOC036,LOC073,Online,70,140,Completed,Bedding,Winter
BK45576,2024-05-21,CUST03547,RV00174,2024-05-30,5,2024-06-04,LOC028,LOC005,Online,182,910,Cancelled,BBQ Kit,Summer
BK45577,2022-09-23,CUST11314,RV00379,2022-11-08,4,2022-11-12,LOC016,LOC060,Online,92,368,Completed,GPS,Fall
BK45578,2022-04-22,CUST42033,RV00844,2022-05-29,8,2022-06-06,LOC015,LOC008,App,146,1168,Completed,Bike Rack,Fall
BK45579,2023-10-13,CUST01129,RV00984,2023-12-17,6,2023-12-23,LOC024,LOC057,Partner,157,942,Completed,Bedding,Summer
BK45580,2022-12-11,CUST03199,RV00858,2023-03-04,7,2023-03-11,LOC014,LOC078,Online,180,1260,Completed,Child Seat,Spring
BK45581,2024-08-02,CUST46379,RV00854,2024-10-18,3,2024-10-21,LOC017,LOC056,Walk-in,60,180,Completed,None,Fall
BK45582,2022-12-29,CUST47585,RV00568,2023-03-03,2,2023-03-05,LOC082,LOC051,Partner,185,370,Completed,GPS,Summer
BK45583,2022-07-11,CUST49288,RV00203,2022-09-22,4,2022-09-26,LOC086,LOC064,Walk-in,178,712,Completed,Bike Rack,Fall
BK45584,2024-12-19,CUST15080,RV00285,2025-01-10,11,2025-01-21,LOC017,LOC059,Partner,89,979,Cancelled,None,Spring
BK45585,2024-02-23,CUST00932,RV00203,2024-03-19,4,2024-03-23,LOC042,LOC017,Partner,159,636,Completed,BBQ Kit,Winter
BK45586,2025-04-10,CUST21041,RV00581,2025-04-19,11,2025-04-30,LOC059,LOC016,Online,182,2002,Cancelled,Bedding,Fall
BK45587,2025-02-06,CUST47307,RV00664,2025-03-13,8,2025-03-21,LOC019,LOC035,Walk-in,81,648,Completed,Child Seat,Summer
BK45588,2023-04-14,CUST23878,RV00920,2023-06-06,12,2023-06-18,LOC006,LOC075,Partner,140,1680,Completed,Child Seat,Spring
BK45589,2022-11-09,CUST16548,RV00413,2022-12-25,8,2023-01-02,LOC072,LOC089,Online,62,496,Completed,Child Seat,Winter
BK45590,2024-07-02,CUST24005,RV00998,2024-08-17,11,2024-08-28,LOC008,LOC007,App,190,2090,Completed,GPS,Summer
BK45591,2023-03-11,CUST00346,RV00718,2023-05-13,7,2023-05-20,LOC052,LOC096,App,87,609,Cancelled,Bedding,Spring
BK45592,2024-12-22,CUST07578,RV00331,2025-02-17,14,2025-03-03,LOC061,LOC045,App,96,1344,Completed,GPS,Summer
BK45593,2023-05-03,CUST31009,RV00575,2023-07-15,5,2023-07-20,LOC041,LOC002,Online,114,570,Completed,Child Seat,Fall
BK45594,2024-01-27,CUST47715,RV00586,2024-02-03,9,2024-02-12,LOC051,LOC042,Walk-in,102,918,Completed,GPS,Fall
BK45595,2024-01-12,CUST45662,RV00876,2024-04-02,11,2024-04-13,LOC060,LOC094,Walk-in,95,1045,Completed,Child Seat,Spring
BK45596,2023-06-25,CUST27708,RV00886,2023-09-09,12,2023-09-21,LOC051,LOC027,Walk-in,199,2388,Completed,GPS,Fall
BK45597,2022-09-27,CUST46966,RV00595,2022-12-09,3,2022-12-12,LOC023,LOC093,Walk-in,97,291,Completed,Bedding,Spring
BK45598,2023-02-20,CUST04828,RV00734,2023-02-26,8,2023-03-06,LOC051,LOC010,Walk-in,132,1056,Completed,Child Seat,Spring
BK45599,2022-11-01,CUST17094,RV00068,2023-01-28,2,2023-01-30,LOC025,LOC051,Walk-in,62,124,Completed,Bedding,Summer
BK45600,2023-10-27,CUST28728,RV00005,2023-11-15,9,2023-11-24,LOC069,LOC035,Partner,103,927,Completed,GPS,Spring
BK45601,2022-12-19,CUST33736,RV00802,2023-02-12,6,2023-02-18,LOC021,LOC082,Online,134,804,Completed,Bedding,Summer
BK45602,2024-08-19,CUST05649,RV00875,2024-10-22,7,2024-10-29,LOC048,LOC032,App,70,490,Completed,Bedding,Fall
BK45603,2024-12-24,CUST14347,RV00660,2025-03-15,7,2025-03-22,LOC016,LOC007,App,143,1001,Completed,Bike Rack,Fall
BK45604,2022-08-26,CUST49618,RV00813,2022-11-12,2,2022-11-14,LOC024,LOC073,Partner,61,122,Completed,Child Seat,Winter
BK45605,2022-09-17,CUST34786,RV00454,2022-11-21,8,2022-11-29,LOC092,LOC019,App,106,848,Completed,None,Winter
BK45606,2022-10-16,CUST20418,RV00335,2022-12-11,4,2022-12-15,LOC068,LOC042,Online,56,224,Completed,Child Seat,Summer
BK45607,2024-01-25,CUST21503,RV00129,2024-04-16,3,2024-04-19,LOC024,LOC003,App,102,306,Completed,Child Seat,Fall
BK45608,2023-11-23,CUST39879,RV00454,2024-02-19,8,2024-02-27,LOC087,LOC056,Walk-in,60,480,Completed,None,Spring
BK45609,2022-06-06,CUST31681,RV00060,2022-08-25,11,2022-09-05,LOC013,LOC059,Online,92,1012,Completed,Bike Rack,Fall
BK45610,2024-08-16,CUST13321,RV00758,2024-09-03,10,2024-09-13,LOC050,LOC065,App,148,1480,Completed,None,Spring
BK45611,2023-08-01,CUST41272,RV00675,2023-08-12,5,2023-08-17,LOC007,LOC038,Partner,158,790,Completed,None,Spring
BK45612,2023-12-07,CUST15970,RV00691,2024-02-09,8,2024-02-17,LOC097,LOC028,Online,160,1280,Completed,Bedding,Spring
BK45613,2023-01-07,CUST29322,RV00183,2023-02-10,6,2023-02-16,LOC025,LOC004,App,134,804,Completed,GPS,Fall
BK45614,2024-05-03,CUST33871,RV00048,2024-06-10,11,2024-06-21,LOC042,LOC053,App,53,583,Completed,Bike Rack,Spring
BK45615,2022-06-18,CUST06013,RV00667,2022-08-23,11,2022-09-03,LOC013,LOC057,Partner,138,1518,Cancelled,None,Summer
BK45616,2023-06-19,CUST28836,RV00523,2023-07-25,12,2023-08-06,LOC005,LOC076,Partner,177,2124,Completed,GPS,Summer
BK45617,2024-09-27,CUST22110,RV00949,2024-10-24,8,2024-11-01,LOC090,LOC069,Walk-in,156,1248,Completed,GPS,Spring
BK45618,2023-11-22,CUST16154,RV00543,2023-11-30,2,2023-12-02,LOC040,LOC047,Walk-in,117,234,Completed,Child Seat,Summer
BK45619,2022-06-25,CUST46239,RV00132,2022-09-13,12,2022-09-25,LOC072,LOC082,Partner,175,2100,Completed,BBQ Kit,Summer
BK45620,2022-05-20,CUST15471,RV00017,2022-08-07,14,2022-08-21,LOC074,LOC075,App,67,938,Completed,Bike Rack,Summer
BK45621,2023-01-01,CUST45087,RV00845,2023-01-02,11,2023-01-13,LOC088,LOC029,Walk-in,157,1727,Completed,Bike Rack,Summer
BK45622,2024-05-11,CUST03527,RV00881,2024-07-17,10,2024-07-27,LOC097,LOC027,Online,116,1160,Completed,BBQ Kit,Spring
BK45623,2024-06-28,CUST25858,RV00709,2024-09-01,7,2024-09-08,LOC067,LOC061,App,80,560,Completed,None,Spring
BK45624,2022-10-21,CUST08959,RV00535,2022-10-25,9,2022-11-03,LOC059,LOC022,App,56,504,Completed,Bike Rack,Fall
BK45625,2023-03-21,CUST19940,RV00860,2023-03-31,10,2023-04-10,LOC100,LOC095,Online,80,800,Completed,Child Seat,Summer
BK45626,2022-03-27,CUST15293,RV00933,2022-06-06,2,2022-06-08,LOC071,LOC031,Online,71,142,Completed,Bedding,Fall
BK45627,2024-10-07,CUST37325,RV00320,2024-12-25,6,2024-12-31,LOC012,LOC089,Partner,106,636,Completed,Child Seat,Summer
BK45628,2024-11-05,CUST11493,RV00962,2025-01-17,13,2025-01-30,LOC083,LOC001,Partner,133,1729,Completed,BBQ Kit,Fall
BK45629,2023-01-24,CUST16770,RV00352,2023-04-03,8,2023-04-11,LOC054,LOC016,Partner,108,864,Completed,Child Seat,Spring
BK45630,2022-08-15,CUST25092,RV00411,2022-09-17,13,2022-09-30,LOC036,LOC045,App,57,741,Completed,None,Summer
BK45631,2022-10-01,CUST24836,RV00571,2022-11-12,13,2022-11-25,LOC080,LOC085,Partner,184,2392,Completed,BBQ Kit,Summer
BK45632,2023-11-15,CUST21158,RV00419,2023-12-14,12,2023-12-26,LOC078,LOC012,Partner,166,1992,Completed,GPS,Fall
BK45633,2023-09-05,CUST03005,RV00170,2023-11-07,9,2023-11-16,LOC002,LOC007,Walk-in,141,1269,Completed,GPS,Spring
BK45634,2022-12-05,CUST01326,RV00115,2022-12-30,4,2023-01-03,LOC086,LOC086,Walk-in,170,680,Completed,None,Summer
BK45635,2023-02-08,CUST07988,RV00239,2023-02-27,9,2023-03-08,LOC013,LOC054,Walk-in,158,1422,Completed,Bedding,Summer
BK45636,2022-02-22,CUST43854,RV00537,2022-05-14,6,2022-05-20,LOC036,LOC038,App,83,498,Completed,None,Spring
BK45637,2022-10-22,CUST01877,RV00154,2022-11-20,2,2022-11-22,LOC057,LOC023,Partner,68,136,Completed,GPS,Summer
BK45638,2024-04-04,CUST26846,RV00595,2024-06-28,5,2024-07-03,LOC034,LOC065,Online,147,735,Completed,None,Winter
BK45639,2023-12-07,CUST44884,RV00319,2024-02-24,3,2024-02-27,LOC056,LOC044,App,198,594,Cancelled,Bedding,Fall
BK45640,2025-01-20,CUST10820,RV00148,2025-01-23,13,2025-02-05,LOC013,LOC004,Walk-in,183,2379,Completed,Bike Rack,Winter
BK45641,2022-07-29,CUST04255,RV00834,2022-08-28,6,2022-09-03,LOC083,LOC031,App,67,402,Completed,Bedding,Summer
BK45642,2025-01-25,CUST23818,RV00205,2025-04-16,5,2025-04-21,LOC087,LOC048,App,124,620,Completed,BBQ Kit,Fall
BK45643,2023-01-16,CUST13647,RV00585,2023-01-22,3,2023-01-25,LOC032,LOC011,Partner,56,168,Cancelled,Child Seat,Fall
BK45644,2023-03-06,CUST41753,RV00550,2023-05-22,8,2023-05-30,LOC099,LOC059,Partner,86,688,Completed,GPS,Winter
BK45645,2024-10-25,CUST27962,RV00058,2025-01-04,3,2025-01-07,LOC053,LOC002,App,57,171,Completed,GPS,Fall
BK45646,2024-07-30,CUST02655,RV00656,2024-09-09,3,2024-09-12,LOC012,LOC075,Online,156,468,Completed,Bike Rack,Winter
BK45647,2024-04-04,CUST48862,RV00729,2024-06-23,14,2024-07-07,LOC056,LOC083,Walk-in,110,1540,Completed,GPS,Spring
BK45648,2022-04-24,CUST24655,RV00956,2022-04-29,5,2022-05-04,LOC007,LOC013,Online,71,355,Completed,Bedding,Winter
BK45649,2022-04-13,CUST43423,RV00444,2022-07-03,6,2022-07-09,LOC079,LOC029,Partner,162,972,Completed,Bedding,Summer
BK45650,2024-01-19,CUST35739,RV00058,2024-03-24,11,2024-04-04,LOC013,LOC030,Walk-in,139,1529,Completed,Bedding,Spring
BK45651,2024-02-11,CUST35074,RV00776,2024-04-24,13,2024-05-07,LOC089,LOC067,Walk-in,134,1742,Completed,Bedding,Summer
BK45652,2023-08-16,CUST49875,RV00927,2023-10-05,12,2023-10-17,LOC015,LOC079,App,96,1152,Completed,Child Seat,Summer
BK45653,2023-09-26,CUST05569,RV00993,2023-12-12,14,2023-12-26,LOC005,LOC092,App,84,1176,Completed,Bike Rack,Fall
BK45654,2024-08-07,CUST15119,RV00903,2024-08-28,4,2024-09-01,LOC006,LOC045,Partner,86,344,Completed,BBQ Kit,Winter
BK45655,2022-08-31,CUST25073,RV00096,2022-11-10,12,2022-11-22,LOC053,LOC086,App,129,1548,Completed,Child Seat,Fall
BK45656,2023-11-27,CUST28916,RV00259,2024-02-04,10,2024-02-14,LOC072,LOC018,Partner,159,1590,Completed,Child Seat,Winter
BK45657,2023-11-18,CUST45232,RV00237,2024-01-13,11,2024-01-24,LOC001,LOC023,Online,159,1749,Completed,Child Seat,Fall
BK45658,2023-08-13,CUST23070,RV00361,2023-10-24,7,2023-10-31,LOC038,LOC003,App,105,735,Completed,Bike Rack,Summer
BK45659,2024-12-10,CUST24003,RV00895,2025-01-02,12,2025-01-14,LOC039,LOC097,Walk-in,102,1224,Completed,None,Summer
BK45660,2023-10-02,CUST41748,RV00527,2023-11-04,9,2023-11-13,LOC068,LOC089,Online,198,1782,Completed,BBQ Kit,Summer
BK45661,2023-11-08,CUST27210,RV00086,2024-01-12,6,2024-01-18,LOC030,LOC019,App,174,1044,Completed,Bike Rack,Winter
BK45662,2022-10-13,CUST43610,RV00752,2022-11-06,9,2022-11-15,LOC073,LOC055,Online,166,1494,Completed,Bedding,Spring
BK45663,2023-10-12,CUST41386,RV00409,2024-01-07,11,2024-01-18,LOC061,LOC014,App,79,869,Completed,BBQ Kit,Winter
BK45664,2022-11-18,CUST26236,RV00049,2022-12-09,7,2022-12-16,LOC053,LOC044,Walk-in,51,357,Completed,Bedding,Winter
BK45665,2023-12-31,CUST27713,RV00526,2024-03-17,8,2024-03-25,LOC033,LOC045,Online,145,1160,Completed,Bike Rack,Fall
BK45666,2022-04-05,CUST41788,RV00395,2022-05-16,3,2022-05-19,LOC084,LOC015,Walk-in,71,213,Cancelled,GPS,Winter
BK45667,2024-10-18,CUST41438,RV00316,2025-01-13,7,2025-01-20,LOC005,LOC074,Online,117,819,Completed,Bedding,Summer
BK45668,2024-04-04,CUST44757,RV00782,2024-06-28,6,2024-07-04,LOC016,LOC018,Online,91,546,Completed,GPS,Winter
BK45669,2024-04-16,CUST45414,RV00170,2024-05-08,13,2024-05-21,LOC080,LOC031,Partner,189,2457,Completed,Child Seat,Summer
BK45670,2023-10-12,CUST33308,RV00382,2023-11-27,9,2023-12-06,LOC084,LOC030,Walk-in,69,621,Completed,Bike Rack,Summer
BK45671,2022-10-12,CUST13478,RV00266,2022-11-10,6,2022-11-16,LOC018,LOC077,Walk-in,118,708,Completed,BBQ Kit,Fall
BK45672,2025-01-28,CUST23047,RV00910,2025-03-22,8,2025-03-30,LOC029,LOC099,Online,66,528,Completed,None,Fall
BK45673,2022-11-09,CUST48187,RV00651,2022-12-02,5,2022-12-07,LOC057,LOC004,App,160,800,Completed,Child Seat,Summer
BK45674,2024-05-13,CUST37559,RV00245,2024-06-04,3,2024-06-07,LOC092,LOC050,Partner,76,228,Completed,Bedding,Spring
BK45675,2025-01-13,CUST43390,RV00183,2025-01-21,14,2025-02-04,LOC089,LOC047,Online,118,1652,Completed,Bike Rack,Spring
BK45676,2022-09-22,CUST25793,RV00147,2022-12-19,12,2022-12-31,LOC028,LOC070,Online,95,1140,Completed,GPS,Spring
BK45677,2023-02-25,CUST15577,RV00650,2023-04-10,14,2023-04-24,LOC019,LOC025,Walk-in,157,2198,Completed,Child Seat,Fall
